item_id,item,title,year,genres,tags,item weight,prototype
75,515,"Remains of the Day, The (1993)",1993,Drama,adapted from:book|beautifully filmed|costume drama|excellent|great acting|literary adaptation|love story|melancholic|period piece|poignant|reflective|world politics,1.9598455,20
320,300,Quiz Show (1994),1994,Drama,based on a true story|based on true story|corruption|dramatic|excellent script|greed|manipulation|original|oscar (best supporting actor)|reality tv|true story,1.9447234,20
443,2336,Elizabeth (1998),1998,Drama,betrayal|biographical|biography|biopic|british|cinematography|costume drama|drama|dramatic|england|factual|historical|history|mozart|original|oscar|oscar (best actress)|oscar (best directing)|period piece|us history,1.9425502,20
473,1633,Ulee's Gold (1997),1997,Drama,character study|drama|family drama|original,1.9401848,20
243,17,Sense and Sensibility (1995),1995,Drama|Romance,18th century|19th century|adaptation|adapted from:book|based on a book|beautiful scenery|beautifully filmed|british|costume drama|england|excellent|jane austen|literature|passionate|period piece|romance|romantic|sisters,1.9351451,20
272,58,"Postino, Il (The Postman) (1994)",1994,Drama|Romance,beautiful|beautiful scenery|beautifully filmed|bittersweet|cinematography|foreign|friendship|love|love story|melancholic|mentor|oscar (best supporting actress)|poetry|relationships|romantic|scenic|touching,1.9289277,20
271,1265,Groundhog Day (1993),1993,Comedy|Romance,comedy|existentialism|feel good movie|feel-good|funny|great movie|imdb top 250|original|sarcasm|small town|time|time loop,1.9948251,21
10,2918,Ferris Bueller's Day Off (1986),1986,Comedy,1980s|80s|adolescence|childhood|classic|comedy|coming of age|cool|cult classic|excellent script|fun|fun movie|good soundtrack|high school|imdb top 250|mentor|original|pg-13|quotable|rebellion|school|teen|teen movie|teenager|teens,1.9699408,21
136,1968,"Breakfast Club, The (1985)",1985,Comedy|Drama,1980s|80s|adolescence|bullying|coming of age|coming-of-age|cult classic|drama|excellent script|geek|geeks|good soundtrack|high school|original|rebellion|school|social commentary|stereotypes|teen|teen movie|teenager|teenagers|teens,1.9579787,21
60,1259,Stand by Me (1986),1986,Adventure|Comedy|Drama,adolescence|adventure|awesome soundtrack|bittersweet|childhood|classic|coming of age|coming-of-age|drama|friendship|good|good soundtrack|great|great acting|great ending|great movie|heartwarming|imdb top 250|innocence lost|mentor|narrated|nostalgic|original|poignant|powerful ending|story|touching|unlikely friendships,1.9355751,21
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,adventure|animated|animation|cartoon|childhood|children|classic|computer animation|disney|disney animated feature|fun|fun movie|good|great|great movie|imdb top 250|kids|kids and family|light|original|pixar|pixar animation|story|toys|unlikely friendships,1.935338,21
30,2762,"Sixth Sense, The (1999)",1999,Thriller,atmospheric|clever|creepy|drama|eerie|excellent|excellent script|frightening|ghosts|ghosts/afterlife|good|good acting|great|great acting|great ending|great movie|imdb top 250|intense|interesting|mentor|original|oscar (best directing)|oscar (best supporting actor)|pg-13|plot twist|psychological|psychology|scary|secrets|storytelling|supernatural|surprise ending|suspense|suspenseful|thriller|touching|twist|twist ending|twists & turns,1.9037683,21
109,318,"Shawshank Redemption, The (1994)",1994,Drama,adapted from:book|based on book|compassionate|crime|drama|earnest|excellent script|francis ford copolla|freedom|friendship|good|good acting|great|great acting|great ending|great movie|happy ending|heartwarming|imdb top 250|inspirational|intense|interesting|justice|literature|masterpiece|mentor|narrated|original|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|powerful ending|prison|prison escape|redemption|sentimental|story|storytelling|surprise ending|touching|twists & turns|unlikely friendships,1.89905,21
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,action|adapted from:book|adventure|affectionate|based on a book|based on book|classic|comedy|cult classic|fairy tale|fairy tales|fantasy|feel-good|good versus evil|great movie|happy ending|highly quotable|humorous|imdb top 250|love|love story|medieval|modern fantasy|original|quotable|romance|romantic|story|storytelling|swashbuckler|sweet|sword fight|sword fighting|whimsical|witty,1.898399,21
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,british|chick flick|costume drama|drama|england|excellent script|girlie movie|great acting|literature|love story|oscar|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actress)|oscar winner|passionate|period piece|romance|romantic|romantic comedy|shakespeare|witty,1.8945667,21
4,2804,"Christmas Story, A (1983)",1983,Comedy|Drama,childhood|christmas|classic|holiday|imdb top 250|narrated|nostalgic|original|quotable|storytelling,1.8872056,21
773,3744,Shaft (2000),2000,Action|Crime,action|blaxploitation|cool|good action|kick-butt women|original|remake|vigilante,1.9982843,22
604,2841,Stir of Echoes (1999),1999,Thriller,based on a book|creepy|eerie|frightening|ghosts|good|great ending|horror|intense|mystery|nudity (topless - notable)|original|police investigation|psychological|scary|supernatural|suspense|suspenseful|tense|thriller|twist ending,1.9816693,22
1365,1754,Fallen (1998),1998,Action|Mystery|Thriller,detective|good|great ending|psychological|serial killer|supernatural|surprise ending|suspense|suspenseful|thriller|twist|twist ending|twists & turns,1.9716909,22
775,1645,"Devil's Advocate, The (1997)",1997,Crime|Horror|Mystery|Thriller,courtroom|devil|good|great acting|great ending|greed|intense|lawyer|lawyers|mentor|powerful ending|psychological|supernatural|surprise ending|twist ending|twists & turns,1.9641455,22
95,163,Desperado (1995),1995,Action|Romance|Thriller,action|action packed|bloody|cool|fast paced|fight scenes|fun movie|good action|gunfight|guns|mexico|original|realistic action|revenge|stylish|vengeance|vigilante|violence|violent|weapons,1.962337,22
1296,3020,Falling Down (1993),1993,Action|Drama,brutality|gangsters|original|powerful ending|vengeance|vigilante|vigilantism|violence|violent,1.9562895,22
920,3173,Any Given Sunday (1999),1999,Drama,football|male nudity|sports,1.9544806,22
1655,3452,Romeo Must Die (2000),2000,Action|Romance,action|dark hero|fight scenes|fighting|good action|hong kong|interracial romance|kung fu|martial arts|wuxia,1.9504087,22
588,2490,Payback (1999),1999,Action|Thriller,action|anti-hero|brutality|cool|corruption|crime|gangsters|good|good action|good soundtrack|gratuitous violence|heist|hit men|narrated|organized crime|revenge|stylish|twists & turns|vengeance|violence|violent,1.9488738,22
290,253,Interview with the Vampire (1994),1994,Drama|Horror,adapted from:book|based on a book|cult classic|goth|immortality|original|vampire|vampires,1.9480163,22
114,104,Happy Gilmore (1996),1996,Comedy,comedy|dumb|funniest movies|funny|golf|goofy|hilarious|mentor|saturday night live|sports|very funny,1.995435,23
552,333,Tommy Boy (1995),1995,Comedy,comedy|dumb|dumb but funny|funniest movies|funny|goofy|hilarious|quotable|sarcasm|saturday night live|very funny,1.9900839,23
1271,231,Dumb & Dumber (1994),1994,Comedy,comedy|crude humor|dumb|dumb but funny|funniest movies|funny|funny as hell|goofy|gross-out|hilarious|humor|idiotic|quotable|road trip|silly fun|slapstick|stupid|stupid as hell|stupidity|suprisingly clever|very funny,1.9864588,23
428,344,Ace Ventura: Pet Detective (1994),1994,Comedy,comedy|crazy|crude humor|detective|dumb|dumb but funny|funniest movies|funny|goofy|hilarious|silly|silly fun|stupid|stupid as hell|stupidity|very funny,1.9795877,23
553,2683,Austin Powers: The Spy Who Shagged Me (1999),1999,Comedy,comedy|crude humor|dumb but funny|funniest movies|funny|funny as hell|good sequel|goofy|hilarious|humor|humorous|original|parody|saturday night live|sequel|sequels|silly|silly fun|spies|spoof|spy|spying|stupid as hell|very funny,1.9783957,23
1153,3301,"Whole Nine Yards, The (2000)",2000,Comedy|Crime,assassin|comedy|funny|good|hit men|mob|nudity (topless - notable),1.964313,23
621,2572,10 Things I Hate About You (1999),1999,Comedy|Romance,awesome soundtrack|bdsm|chick flick|comedy|coming of age|fun|fun movie|geeks|girlie movie|good soundtrack|high school|pg-13|romance|romantic|romantic comedy|shakespeare|teen|teen movie|teenager|teenagers|teens,1.942769,23
544,216,Billy Madison (1995),1995,Comedy,comedy|dumb|dumb but funny|funniest movies|funny|goofy|high school|hilarious|idiotic|saturday night live|school|stupid|stupidity|very funny,1.9418559,23
506,543,So I Married an Axe Murderer (1993),1993,Comedy|Romance|Thriller,comedy|funny|hilarious|very funny,1.9247977,23
599,2694,Big Daddy (1999),1999,Comedy,comedy|funniest movies|funny|goofy|hilarious|single father,1.924752,23
383,2080,Lady and the Tramp (1955),1955,Animation|Children's|Comedy|Musical|Romance,animals|animated|animation|based on book|cartoon|children|classic|cute|disney|disney animated feature|dog|dogs|fairy tale|family|kids and family|love story|romantic|sweet|talking animals,1.9944701,24
29,1022,Cinderella (1950),1950,Animation|Children's|Musical,animals|animated|animation|cartoon|classic|disney|disney animated feature|fairy tale|fairy tales|family|kids and family|rags to riches|romantic|simple|story|sweet,1.9817698,24
708,2085,101 Dalmatians (1961),1961,Animation|Children's,animal movie|animals|animated|animation|cartoon|children|classic|cute|disney|disney animated feature|dog|dogs|family|fun|graphic design|kids and family|story|sweet|talking animals,1.9805088,24
405,2096,Sleeping Beauty (1959),1959,Animation|Children's|Musical,70mm|animals|animated|animation|cartoon|classic|disney|disney animated feature|fairy tale|fairy tales|good|good versus evil|magic|modern fantasy|romantic|sweet|talking animals|witch|witches,1.9710492,24
13,2018,Bambi (1942),1942,Animation|Children's,adapted from:book|animal movie|animals|animated|animation|cartoon|childhood|children|classic|coming of age|computer animation|cute|disney|disney animated feature|fairy tale|family|simple|sweet|talking animals|unlikely friendships,1.9688625,24
37,1028,Mary Poppins (1964),1964,Children's|Comedy|Musical,adapted from:book|animation|childhood|children|classic|disney|family|musical|oscar (best actress)|sweet,1.9678347,24
387,2087,Peter Pan (1953),1953,Animation|Children's|Fantasy|Musical,adapted from:book|adventure|animated|animation|cartoon|childhood|children|classic|disney|disney animated feature|fairy tale|family|fun|indians|kids and family|peter pan|pirates,1.956707,24
251,1380,Grease (1978),1978,Comedy|Musical|Romance,awesome soundtrack|dance|dancing|fun movie|girlie movie|good music|high school|music|musical|nostalgic|rock and roll|teen|teen movie,1.9505062,24
521,2100,Splash (1984),1984,Comedy|Fantasy|Romance,1980s|girlie movie|love|love story|romance|romantic|romantic comedy|sweet,1.9495063,24
38,1029,Dumbo (1941),1941,Animation|Children's|Musical,animals|animated|animation|cartoon|children|classic|cute|disney|disney animated feature|fairy tale|simple|sweet|talking animals,1.9466934,24
99,457,"Fugitive, The (1993)",1993,Action|Thriller,action|based on a tv show|chase|conspiracy|crime|doctors|excellent script|exciting|fast paced|good|good acting|good action|great|great acting|great ending|great movie|intense|investigation|mentor|murder|oscar (best supporting actor)|oscar winner|police investigation|realistic action|series|suspense|suspenseful|tense|thriller|tom clancy|twists & turns,1.9983394,25
66,110,Braveheart (1995),1995,Action|Drama|War,action|adventure|amazing cinematography|best war films|betrayal|big budget|bloody|breathtaking|cinematography|courage|drama|dramatic|earnest|england|epic|factual|fight scenes|forceful|freedom|good|great|great acting|great ending|great movie|historical|history|imdb top 250|inspirational|intense|long|love story|medieval|mentor|oscar|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar winner|passionate|powerful ending|rebellion|revenge|revolution|sacrifice|scotland|story|sword fight|us history|vengeance|violent|visceral|war,1.9919692,25
40,2028,Saving Private Ryan (1998),1998,Action|Drama|War,action|amazing cinematography|best war films|brutality|courage|drama|dramatic|excellent script|good|good acting|great acting|great ending|great movie|historical|history|imdb top 250|intense|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|powerful ending|realistic|sacrifice|sentimental|spielberg|us history|violence|violent|visceral|war|war movie|wartime|world war ii|wwii,1.9766561,25
333,1584,Contact (1997),1997,Drama|Sci-Fi,adapted from:book|alien|aliens|astronauts|based on a book|based on book|cerebral|earnest|first contact|future|god|intellectual|intelligent sci-fi|mars|philosophical|philosophy|religion|sci fi|sci-fi|science|science fiction|scifi|space|space opera|space travel|special effects|technology|thought-provoking|visually stunning,1.9515586,25
56,1610,"Hunt for Red October, The (1990)",1990,Action|Thriller,action|adapted from:book|based on a book|based on book|books|chase|claustrophobic|cold war|conspiracy|espionage|excellent|fast paced|good|good action|great acting|great ending|great movie|intense|political corruption|russian|secrets|spies|spy|spying|submarine|suspense|suspenseful|tense|thriller|tom clancy|weapons|world politics,1.9495032,25
88,2571,"Matrix, The (1999)",1999,Action|Sci-Fi|Thriller,action|action packed|alternate reality|alternate universe|artificial intelligence|awesome soundtrack|big budget|carrie-anne moss|cerebral|complex|complicated|computers|confusing|cool|cult classic|cyberpunk|dark hero|dialogue|distopia|dynamic cgi action|dystopia|dystopic future|effects|excellent script|existentialism|fast paced|fight scenes|fighting|fighting the system|future|futuristic|good acting|good action|great|great acting|great ending|great movie|gunfight|hacking|imdb top 250|intense|interesting|kung fu|man versus machine|martial arts|mentor|mythology|original|original plot|oscar (best editing)|philosophical|philosophy|post-apocalyptic|sci fi|sci-fi|science fiction|scifi|special effects|story|storytelling|stylized|technology|thought-provoking|violence|virtual reality|visceral|visual|visually appealing|visually stunning,1.9410751,25
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,action|action packed|androids|apocalypse|arnold|awesome soundtrack|big budget|chase|cyborgs|dialogue|dynamic cgi action|dystopic future|effects|end of the world|fighting|future|futuristic|good action|good sequel|imdb top 250|man versus machine|mother-son relationship|motorcycle|original|original plot|oscar (best effects - visual effects)|quotable|robot|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|special effects|story|suspense|technology|tense|time travel|violence|violent|visceral|visual,1.9282228,25
141,1036,Die Hard (1988),1988,Action|Thriller,70mm|action|action packed|big budget|chase|classic|excellent script|explosions|fast paced|foul language|good action|great movie|gunfight|imdb top 250|intense|lone hero|mentor|original|realistic action|suspense|tense|vengeance|violence|violent|visceral,1.8925741,25
53,3578,Gladiator (2000),2000,Action|Drama,action|amazing cinematography|betrayal|big budget|breathtaking|cinematography|courage|destiny|dialogue|drama|dramatic|epic|excellent script|fight scenes|forceful|freedom|good|good acting|good action|great|great acting|great ending|great movie|historical|history|imdb top 250|intense|mentor|oscar|oscar (best actor)|oscar (best cinematography)|oscar (best directing)|oscar (best effects - visual effects)|oscar (best picture)|oscar (best supporting actor)|oscar winner|redemption|revenge|rome|slavery|special effects|story|storytelling|stylized|sword fight|us history|vengeance|very good|violence|violent|visceral|visual|visually stunning|war,1.8920238,25
30,2762,"Sixth Sense, The (1999)",1999,Thriller,atmospheric|clever|creepy|drama|eerie|excellent|excellent script|frightening|ghosts|ghosts/afterlife|good|good acting|great|great acting|great ending|great movie|imdb top 250|intense|interesting|mentor|original|oscar (best directing)|oscar (best supporting actor)|pg-13|plot twist|psychological|psychology|scary|secrets|storytelling|supernatural|surprise ending|suspense|suspenseful|thriller|touching|twist|twist ending|twists & turns,1.8897161,25
2060,2247,Married to the Mob (1988),1988,Comedy,mafia|mob|off-beat comedy|organized crime|oscar (best directing)|undercover cop,1.9890418,26
8,938,Gigi (1958),1958,Musical,good music|music|musical|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|oscar (best picture),1.9872916,26
1715,1951,Oliver! (1968),1968,Musical,adapted from:book|broadway|dance|dancing|family|good music|music|musical|oscar (best cinematography)|oscar (best directing)|oscar (best picture),1.983415,26
953,3548,Auntie Mame (1958),1958,Comedy|Drama,adapted from:book|classic|eccentricity|oscar (best actress)|quotable,1.9833006,26
1483,3061,Holiday Inn (1942),1942,Comedy|Musical,berlin|christmas|classic|dance|dancing|holiday|musical|wartime,1.9821806,26
1089,3549,Guys and Dolls (1955),1955,Musical,based on a play|broadway|good music|music|musical|oscar (best directing),1.9815817,26
1231,2779,Heaven Can Wait (1978),1978,Comedy,oscar (best supporting actor),1.9809877,26
1032,2941,South Pacific (1958),1958,Musical|Romance|War,70mm|based on a play|broadway|good music|island|music|musical|oscar (best cinematography),1.9804153,26
1549,2870,Barefoot in the Park (1967),1967,Comedy,based on a play|comedy|new york|new york city|original|oscar (best actress)|period piece|romantic|romantic comedy,1.9750006,26
1001,2565,"King and I, The (1956)",1956,Musical,broadway|dance|music|musical|oscar|oscar (best actor)|oscar (best actress)|oscar (best directing)|story,1.9736388,26
424,1016,"Shaggy Dog, The (1959)",1959,Children's|Comedy,children|disney|dog|dogs|family,1.9972379,27
1665,2017,Babes in Toyland (1961),1961,Children's|Fantasy|Musical,children|musical,1.9966066,27
536,2040,"Computer Wore Tennis Shoes, The (1970)",1970,Children's|Comedy,disney|family|fun movie,1.9952826,27
3090,2032,"Barefoot Executive, The (1971)",1971,Children's|Comedy,disney|family,1.9876387,27
1773,2098,Son of Flubber (1963),1963,Children's|Comedy,disney|family|football,1.9824535,27
1643,1018,That Darn Cat! (1965),1965,Children's|Comedy|Mystery,children|disney|dog|family|fun movie,1.9811903,27
2987,828,"Adventures of Pinocchio, The (1996)",1996,Adventure|Children's,animation,1.9802382,27
2487,2095,"Shaggy D.A., The (1976)",1976,Children's|Comedy,disney|dog|family|fun movie,1.9783704,27
1751,1011,Herbie Rides Again (1974),1974,Adventure|Children's|Comedy,cars|disney|family|good sequel|original|race|racing|san francisco|sequels,1.9781907,27
647,2752,Outrageous Fortune (1987),1987,Comedy|Mystery,comedy|long|too long,1.9780998,27
257,6,Heat (1995),1995,Action|Crime|Thriller,action|bank robbery|complex|crime|dialogue|drama|excellent script|gangsters|good soundtrack|great acting|great ending|great movie|gunfight|guns|heist|imdb top 250|intense|long|los angeles|masterpiece|mentor|realistic action|storytelling|tense|visceral,1.9913244,28
601,3499,Misery (1990),1990,Horror,adaptation|adapted from:book|based on a book|based on book|book|books|claustrophobic|creepy|drama|excellent script|frightening|good|great acting|great movie|horror|intense|obsession|original|oscar (best actress)|psychological|psychology|scary|suspense|suspenseful|tense|thriller|writer's life|writers,1.979979,28
659,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",1994,Crime|Drama|Romance|Thriller,action|assassin|assassination|assassins|drama|emotional|excellent script|father daughter relationship|good action|good soundtrack|great acting|hit men|hitman|imdb top 250|intense|mentor|modern fantasy|original|relationships|revenge|stylish|stylized|touching|vengeance|violence|violent|visceral,1.9739132,28
315,47,Seven (Se7en) (1995),1995,Crime|Thriller,atmospheric|brutal|brutality|clever|complicated|creepy|crime|dark|detective|disturbing|downbeat|excellent script|good acting|gory|great acting|great ending|great movie|greed|grim|gruesome|imdb top 250|insanity|intense|interesting|investigation|masterpiece|murder|murder mystery|mystery|noir thriller|ominous|original|oscar (best editing)|plot twist|police investigation|powerful ending|psychological|psychology|serial killer|storytelling|stylish|surprise ending|suspense|suspenseful|tense|thriller|twist|twist ending|twists & turns|vengeance|violence|violent|visceral,1.9569414,28
300,555,True Romance (1993),1993,Action|Crime|Romance,action|bloody|brutal|brutality|cool|cult classic|dark humor|dialogue|drugs|ensemble cast|excellent script|fast paced|foul language|gangster|gangsters|good dialogue|good soundtrack|gratuitous violence|great acting|great dialogue|great movie|highly quotable|love|love story|mentor|mob|organized crime|original|pulp|romance|stylish|tarantino|violence|violent,1.9476814,28
607,1625,"Game, The (1997)",1997,Mystery|Thriller,clever|complicated|complicated plot|conspiracy|excellent script|fast paced|great acting|great ending|intense|interesting|mindfuck|mystery|original|paranoia|plot|plot twist|psychological|psychology|secrets|surprise ending|suspense|suspenseful|thriller|tricky|twist|twist ending|twists & turns,1.9422562,28
292,1653,Gattaca (1997),1997,Drama|Sci-Fi|Thriller,amazing cinematography|astronauts|cerebral|cloning|complex|destiny|distopia|drama|dreams|dystopia|dystopic future|excellent script|future|futuristic|genetics|humanity|intelligent|intelligent sci-fi|interesting|original|sci fi|sci-fi|science|science fiction|scifi|space|space program|space travel|technology|thought-provoking|utopia|visual|visually appealing|visually stunning,1.9227166,28
53,3578,Gladiator (2000),2000,Action|Drama,action|amazing cinematography|betrayal|big budget|breathtaking|cinematography|courage|destiny|dialogue|drama|dramatic|epic|excellent script|fight scenes|forceful|freedom|good|good acting|good action|great|great acting|great ending|great movie|historical|history|imdb top 250|intense|mentor|oscar|oscar (best actor)|oscar (best cinematography)|oscar (best directing)|oscar (best effects - visual effects)|oscar (best picture)|oscar (best supporting actor)|oscar winner|redemption|revenge|rome|slavery|special effects|story|storytelling|stylized|sword fight|us history|vengeance|very good|violence|violent|visceral|visual|visually stunning|war,1.8874612,28
1144,507,"Perfect World, A (1993)",1993,Action|Drama,childhood|kidnapping|moral ambiguity|prison escape|road movie,1.8869827,28
298,16,Casino (1995),1995,Drama|Thriller,bloody|brutality|casino|complex|corruption|crime|crime gone awry|excellent script|gangster|gangsters|good soundtrack|great acting|great movie|greed|imdb top 250|las vegas|mafia|masterpiece|mob|narrated|organized crime|original|oscar (best supporting actor)|storytelling|stylish|violence|violent,1.8721815,28
267,1393,Jerry Maguire (1996),1996,Drama|Romance,chick flick|drama|excellent script|feel good movie|feel-good|football|girlie movie|good|great acting|greed|happy ending|love story|mentor|oscar|oscar (best directing)|oscar (best supporting actor)|oscar winner|quotable|romance|romantic|romantic comedy|sports|very good,1.9892986,29
31,150,Apollo 13 (1995),1995,Drama,astronauts|based on a true story|based on true story|catastrophe|claustrophobic|courage|drama|dramatic|excellent script|factual|great acting|historical|history|mars|moon|nasa|nostalgic|oscar (best directing)|oscar winner|science|space|space opera|space program|space travel|stranded|suspense|tense|true story,1.967933,29
50,2268,"Few Good Men, A (1992)",1992,Crime|Drama,based on a play|conspiracy|corruption|court|courtroom|courtroom drama|drama|dramatic|earnest|ensemble cast|excellent|excellent script|forceful|good|good acting|great acting|highly quotable|intense|investigation|justice|lawyer|lawyers|mentor|military|murder|police investigation|quotable|secrets|suspense|tense|tom clancy,1.961399,29
107,1784,As Good As It Gets (1997),1997,Comedy|Drama,comedy|drama|excellent script|feel good movie|feel-good|gay|gay character|good|good acting|great acting|great movie|love story|mentor|oscar|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|oscar (best supporting actress)|oscar winner|relationships|romance|romantic|romantic comedy|writer's life,1.9576045,29
20,1721,Titanic (1997),1997,Drama|Romance,big budget|catastrophe|chick flick|destiny|epic|girlie movie|historical|love|love story|natural disaster|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar winner|pg-13|romance|romantic|sentimental|special effects|tear jerker,1.9399536,29
61,3147,"Green Mile, The (1999)",1999,Drama|Thriller,adapted from:book|based on a book|based on book|compassionate|death|death penalty|destiny|drama|emotional|excellent|excellent script|good|great acting|great ending|great movie|heartwarming|imdb top 250|intense|interesting|justice|life & death|long|mentor|oscar|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|prison|redemption|sentimental|social commentary|story|storytelling|supernatural|touching,1.9395256,29
110,356,Forrest Gump (1994),1994,Comedy|Romance|War,based on book|biographical|bittersweet|childhood|destiny|disability|drama|earnest|excellent script|feel-good|good|great acting|great movie|heartwarming|historical|history|imdb top 250|inspirational|life|mentor|narrated|nostalgic|oscar|oscar (best actor)|oscar (best directing)|oscar (best picture)|oscar winner|quotable|sentimental|touching|us history,1.939192,29
44,1246,Dead Poets Society (1989),1989,Drama,adolescence|awesome soundtrack|bittersweet|boarding school|childhood|coming of age|destiny|drama|excellent script|friendship|great acting|great movie|imdb top 250|inspirational|inspiring|literature|mentor|oscar (best supporting actor)|powerful ending|rebellion|school|sentimental|story|teacher|teen|touching,1.9250182,29
282,1704,Good Will Hunting (1997),1997,Drama,boston|complex|dialogue driven|drama|dramatic|earnest|excellent|excellent script|exceptional acting|feel-good|foul language|friendship|genius|good|good acting|good soundtrack|great acting|great ending|great movie|heartwarming|imdb top 250|inspirational|intellectual|interesting|math|mathematics|mentor|original|oscar|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|oscar (best supporting actress)|oscar (best writing - screenplay written directly for the screen)|oscar winner|philosophy|psychiatry|psychology|rags to riches|relationships|touching|unlikely friendships,1.9067385,29
523,1302,Field of Dreams (1989),1989,Drama,baseball|destiny|drama|fantasy|father son relationship|feel good movie|feel-good|great movie|mentor|nostalgic|redemption|sentimental|sports|touching,1.9035289,29
944,951,His Girl Friday (1940),1940,Comedy,classic|comedy|criterion|cynical|dialogue|entirely dialogue|fast paced|imdb top 250|original|political corruption|quotable|satirical|screwball|screwball comedy|talky|witty,1.9929571,30
463,2863,"Hard Day's Night, A (1964)",1964,Comedy|Musical,1960s|beatles|black and white|criterion|good music|music|musical|musicians|original|rock and roll|runaway,1.987083,30
956,928,Rebecca (1940),1940,Romance|Thriller,adapted from:book|atmospheric|cinematography|classic|criterion|enigmatic|great acting|hitchcock|imdb top 250|masterpiece|mystery|obsession|ominous|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar (best supporting actress)|police investigation|secrets|suspense|suspenseful|talky|tense,1.9835885,30
1224,909,"Apartment, The (1960)",1960,Comedy|Drama,adultery|black and white|classic|comedy|drama|dramatic|excellent script|great acting|imdb top 250|loneliness|masterpiece|original|oscar (best actress)|oscar (best directing)|oscar (best picture)|suicide attempt|workplace,1.9811034,30
939,905,It Happened One Night (1934),1934,Comedy,1930s|classic|great acting|imdb top 250|oscar|oscar (best actor)|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|oscar (best supporting actress)|oscar winner|romance|romantic|romantic comedy|runaway|screwball|screwball comedy|talky|witty,1.9703732,30
979,3462,Modern Times (1936),1936,Comedy,1930s|afi 100|black and white|classic|comedy|criterion|downbeat|imdb top 250|masterpiece|original|poignant|silent|social commentary|talky|visually appealing|workplace,1.9692919,30
1707,921,My Favorite Year (1982),1982,Comedy,based on a tv show|comedy|great movie|original|quotable|television,1.9691285,30
1488,3545,Cabaret (1972),1972,Musical|War,1930s|berlin|broadway|fascism|francis ford copolla|germany|good music|music|musical|nazis|new york|oscar (best actress)|oscar (best directing)|oscar (best supporting actor)|world war ii,1.9688351,30
486,898,"Philadelphia Story, The (1940)",1940,Comedy|Romance,classic|great acting|imdb top 250|oscar|oscar (best actor)|oscar (best actress)|oscar (best directing)|romantic comedy|screwball|screwball comedy|talky|witty,1.9663322,30
1709,1238,Local Hero (1983),1983,Comedy,culture clash|eccentricity|off-beat comedy|quirky|scotland|small town|whimsical,1.9658846,30
994,1208,Apocalypse Now (1979),1979,Drama|War,adapted from:book|amazing cinematography|amazing photography|anti-war|best war films|brutality|cinematography|dark|francis ford copolla|golden palm|great acting|imdb top 250|insanity|masterpiece|mindfuck|narrated|original|oscar (best cinematography)|oscar (best directing)|oscar (best supporting actor)|powerful ending|psychological|storytelling|surreal|vietnam|vietnam war|violent|visceral|visual|war|war movie,1.9970384,31
264,1221,"Godfather: Part II, The (1974)",1974,Action|Crime|Drama,afi 100 (movie quotes)|betrayal|cinematography|classic|complex|complex characters|corruption|crime|dramatic|excellent script|exceptional acting|family|francis ford copolla|gangster|gangsters|good acting|good sequel|great acting|great movie|guns|highly quotable|imdb top 250|interesting|mafia|masterpiece|mob|organized crime|original|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|sequel|sequels|violence|visceral,1.9808285,31
649,924,2001: A Space Odyssey (1968),1968,Drama|Mystery|Sci-Fi|Thriller,70mm|adapted from:book|amazing cinematography|astronauts|breathtaking|cerebral|cinematography|dialogue|effects|enigmatic|first contact|future|futuristic|imdb top 250|kubrick|masterpiece|meditative|original|philosophical|sci fi|sci-fi|science fiction|scifi|space|space travel|storytelling|surreal|technology|visual|visually appealing|visually stunning|weird,1.9617944,31
570,858,"Godfather, The (1972)",1972,Action|Crime|Drama,adapted from:book|afi 100 (movie quotes)|cinematography|classic|crime|drama|excellent script|exceptional acting|francis ford copolla|gangster|gangsters|good acting|good soundtrack|great acting|great ending|great movie|guns|highly quotable|hit men|imdb top 250|interesting|mafia|masterpiece|mob|organized crime|original|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|storytelling|violence|violent|visceral,1.9594004,31
